       0 | 276000
     100 | 18600
     200 | 38000
     300 | 31100
     400 | 52800
     500 | 52900
     600 | 25700
     700 | 32500
     800 | 31900
     900 | 40400
    1000 | 37800
    1100 | 42000
    1200 | 143500
    1300 | 62900
    1400 | 67500
    1500 | 56300
    1600 | 205000
    1700 | 228800
    1800 | 73200
    1900 | 114600
    2000 | 82400
    2100 | 96600
    2200 | 82200
    2300 | 289300
    2400 | 227400
    2500 | 92200
    2600 | 101800
    2700 | 98200
    2800 | 104100
    2900 | 112200
    3000 | 109500
    3100 | 114200
    3200 | 120800
    3300 | 142300
    3400 | 129100
    3500 | 132100
    3600 | 126300
    3700 | 132900
    3800 | 92700
    3900 | 235600
    4000 | 63200
    4100 | 91700
    4200 | 54400
    4300 | 64200
    4400 | 65000
    4500 | 41300
    4600 | 95700
    4700 | 77000
    4800 | 87800
    4900 | 306300
    5000 | 81300
    5100 | 91300
    5200 | 91600
    5300 | 88300
    5400 | 51100
    5500 | 82200
    5600 | 53100
    5700 | 57000
    5800 | 55600
    5900 | 86600
    6000 | 87200
    6100 | 79400
    6200 | 132400
    6300 | 65600
    6400 | 179000
    6500 | 99200
    6600 | 184100
    6700 | 108500
    6800 | 100300
    6900 | 62400
    7000 | 117200
    7100 | 64700
    7200 | 115600
    7300 | 112900
    7400 | 81300
    7500 | 112300
    7600 | 83700
    7700 | 36900
    7800 | 67200
    7900 | 80500
    8000 | 70100
    8100 | 72300
    8200 | 110600
    8300 | 80400
    8400 | 75200
    8500 | 86800
    8600 | 88300
    8700 | 12700
    8800 | 12500
    8900 | 20200
    9000 | 19200
    9100 | 15900
    9200 | 20500
    9300 | 33000
    9400 | 23700
    9500 | 49900
    9600 | 21700
    9700 | 14300
    9800 | 14600
    9900 | 13700
   10000 | 21400
   10100 | 15000
   10200 | 25400
   10300 | 25600
   10400 | 16200
   10500 | 16300
   10600 | 15400
   10700 | 14800
   10800 | 14900
   10900 | 16000
   11000 | 16000
   11100 | 16300
   11200 | 15700
   11300 | 16100
   11400 | 17200
   11500 | 17100
   11600 | 15600
   11700 | 15900
   11800 | 25200
   11900 | 39800
   12000 | 16800
   12100 | 16900
   12200 | 18200
   12300 | 17700
   12400 | 17700
   12500 | 27300
   12600 | 29300
   12700 | 39400
   12800 | 27100
   12900 | 30900
   13000 | 18900
   13100 | 17700
   13200 | 17300
   13300 | 22600
   13400 | 18300
   13500 | 22800
   13600 | 18200
   13700 | 18000
   13800 | 17700
   13900 | 17800
   14000 | 18300
   14100 | 18400
   14200 | 18700
   14300 | 18500
   14400 | 18800
   14500 | 19500
   14600 | 19500
   14700 | 19900
   14800 | 19200
   14900 | 19800
   15000 | 19800
   15100 | 36100
   15200 | 19900
   15300 | 20300
   15400 | 20600
   15500 | 31700
   15600 | 29700
   15700 | 23600
   15800 | 33800
   15900 | 34500
   16000 | 37600
   16100 | 22700
   16200 | 21900
   16300 | 24800
   16400 | 21500
   16500 | 21900
   16600 | 22500
   16700 | 23200
   16800 | 22600
   16900 | 23000
   17000 | 22100
   17100 | 21700
   17200 | 22800
   17300 | 22400
   17400 | 22600
   17500 | 32500
   17600 | 28800
   17700 | 23400
   17800 | 23400
   17900 | 28500
   18000 | 27000
   18100 | 38300
   18200 | 25200
   18300 | 25900
   18400 | 45300
   18500 | 28600
   18600 | 25100
   18700 | 39900
   18800 | 35500
   18900 | 25800
   19000 | 42900
   19100 | 41700
   19200 | 39500
   19300 | 44800
   19400 | 42000
   19500 | 30300
   19600 | 26000
   19700 | 25900
   19800 | 41000
   19900 | 44200
   20000 | 44600
   20100 | 45100
   20200 | 44200
   20300 | 45200
   20400 | 42200
   20500 | 29300
   20600 | 26300
   20700 | 27700
   20800 | 32200
   20900 | 27700
   21000 | 26600
   21100 | 31300
   21200 | 28700
   21300 | 26700
   21400 | 27200
   21500 | 27200
   21600 | 43000
   21700 | 27500
   21800 | 27300
   21900 | 27400
   22000 | 27700
   22100 | 30000
   22200 | 27900
   22300 | 28300
   22400 | 28100
   22500 | 29000
   22600 | 28300
   22700 | 28100
   22800 | 28200
   22900 | 28900
   23000 | 30800
   23100 | 28600
   23200 | 28900
   23300 | 29400
   23400 | 30000
   23500 | 30100
